	review_id	sentence_id	text	target	category	entity	attribute	polarity
27	24	24:0	oh my goodness-i am not a happy camper.		laptop#general	laptop	general	negative
28	24	24:1	my hp is very heavy.		laptop#design_features	laptop	design	negative
29	24	24:2	not easy to carry.		laptop#portability	laptop	portability	negative
30	24	24:3	the battery has never worked well.		battery#quality	battery	quality	negative
31	24	24:3	the battery has never worked well.		battery#operation_performance	battery	performance	negative
32	24	24:4	the battery gets so hot it is scary.		battery#quality	battery	quality	negative
33	24	24:5	yet, hp won't do anything about the problem.		support#quality	support	quality	negative
34	24	24:6	i returned the computer to hp and they kept it for 3 months.		support#quality	support	quality	negative
35	24	24:7	when i got the computer back and realizwed it still was not correct hp told me it was out of warranty and now it was my problem.		support#quality	support	quality	negative
36	24	24:8	so, you can imagine how unhappy i am with this item.		laptop#general	laptop	general	negative
37	24	24:9	currently if i use the laptop i can't sit it on my lap because it will burn my legs.		laptop#quality	laptop	quality	negative
38	24	24:10	i did contact hp and share how unhappy i am.					
39	24	24:11	well, they don't care a bunch.		support#quality	support	quality	negative
40	24	24:12	but, at the same time they (the company) would not and could not do anything about my problem.		support#quality	support	quality	negative
41	24	24:13	i would  say if you want to buy one of these machines be careful.		laptop#general	laptop	general	negative
42	24	24:14	and, if you are going to deal with hp be careful.		company#general	company	general	negative
43	24	24:15	in my house, hp is a nasty word.		company#general	company	general	negative
44	277	277:0	since i purchased my toshiba netbook, i have been very pleased with it, i have a laptob and a desktop.		laptop#general	laptop	general	positive
45	277	277:1	the netbook is easier for me to take to bed and carry around with me.		laptop#portability	laptop	portability	positive
46	277	277:2	the screen takes some getting use to, because it is smaller than the laptop.		display#usability	display	usability	neutral
47	277	277:2	the screen takes some getting use to, because it is smaller than the laptop.		display#design_features	display	design	neutral
48	277	277:3	i have not have any problems.		laptop#general	laptop	general	positive
49	178	178:0	the notebook pc,toshiba qosmio is the best gift my father could have ever gotten me.		laptop#general	laptop	general	positive
50	178	178:1	he gave me this pc about 3 years ago and up to this point im still sitting here using it.		laptop#quality	laptop	quality	positive
51	178	178:2	its still going.		laptop#quality	laptop	quality	positive
52	178	178:3	it is in the best condition and has a really high quality.		laptop#quality	laptop	quality	positive
53	178	178:4	this is something i would deffinately reccomend to someone.		laptop#general	laptop	general	positive
54	178	178:5	you will not regret buying such a great thing like this!		laptop#general	laptop	general	positive
55	178	178:6	it can't get any better.		laptop#general	laptop	general	positive
56	77	77:0	waited on getting this computer, but it has been a great change.		laptop#general	laptop	general	positive
57	77	77:1	ease of use is just one of the benefits i love about my mac.		laptop#usability	laptop	usability	positive
58	342	342:0	this laptop meets every expectation and windows 7 is great!		laptop#general	laptop	general	positive
59	342	342:0	this laptop meets every expectation and windows 7 is great!		os#general	os	general	positive
60	342	342:1	it's fast, it's easy easy easy to set up, easy to hook to my wireless network.		laptop#operation_performance	laptop	performance	positive
61	342	342:1	it's fast, it's easy easy easy to set up, easy to hook to my wireless network.		laptop#usability	laptop	usability	positive
62	342	342:1	it's fast, it's easy easy easy to set up, easy to hook to my wireless network.		laptop#connectivity	laptop	connectivity	positive
63	342	342:2	it's even easy to hook up to other wireless networks.		laptop#connectivity	laptop	connectivity	positive
64	342	342:3	the battery doesn't last long but i'm sure an upgrade battery would solve that problem.		battery#operation_performance	battery	performance	neutral
65	342	342:4	i don't use my laptop in a way though that needs a long battery life so it's perfect for me.		battery#operation_performance	battery	performance	positive
66	348	348:0	most everything is fine with this machine: speed, capacity, build.		laptop#general	laptop	general	positive
67	348	348:0	most everything is fine with this machine: speed, capacity, build.		laptop#operation_performance	laptop	performance	positive
68	348	348:0	most everything is fine with this machine: speed, capacity, build.		hard_disc#design_features	disc	design	positive
69	348	348:0	most everything is fine with this machine: speed, capacity, build.		laptop#quality	laptop	quality	positive
70	348	348:1	the only thing i don't understand is that the resolution of the screen isn't high enough for some pages, such as yahoo!mail.		display#quality	display	quality	negative
71	348	348:2	yes, i have it on the highest available setting.					
72	347	347:0	i bought it for really cheap also and it's amazing.		laptop#price	laptop	price	positive
73	347	347:0	i bought it for really cheap also and it's amazing.		laptop#general	laptop	general	positive
74	347	347:1	easy to start up and does not overheat as much as other laptops.					
75	347	347:2	recommended to people as their first laptop.		laptop#miscellaneous	laptop	miscellaneous	positive
76	339	339:0	plain and simple, it(laptop) runs great and loads fast.		laptop#operation_performance	laptop	performance	positive
77	339	339:1	easy to carry, can be taken anywhere, can be hooked up to printers,headsets.		laptop#portability	laptop	portability	positive
78	339	339:1	easy to carry, can be taken anywhere, can be hooked up to printers,headsets.		laptop#connectivity	laptop	connectivity	positive
79	339	339:2	love that it doesn't take up space like a regular computer.					
80	273	273:0	i'm already hooked on the sleek look and dependability that this laptop has shown.		laptop#design_features	laptop	design	positive
81	273	273:0	i'm already hooked on the sleek look and dependability that this laptop has shown.		laptop#quality	laptop	quality	positive
82	273	273:1	being a pc user my whole life, it's taking a bit of time to adapt to the os of a mac but i'm finding my way around.		os#usability	os	usability	neutral
83	273	273:2	the unibody design is edgy and durable.		laptop#design_features	laptop	design	positive
84	273	273:2	the unibody design is edgy and durable.		laptop#quality	laptop	quality	positive
85	273	273:3	the led backlit display makes my pictures pop so much more.		display#design_features	display	design	positive
86	273	273:4	i'm learning the finger options for the mousepad that allow for quicker browsing of web pages.		mouse#design_features	mouse	design	positive
87	273	273:4	i'm learning the finger options for the mousepad that allow for quicker browsing of web pages.		laptop#usability	laptop	usability	positive
88	273	273:5	granted, it's still a very new laptop but in comparison to my previous laptops and desktops, my mac boots up noticeably quicker.					
89	273	273:6	a key contributor that led me to mac is the art aspect.		laptop#design_features	laptop	design	positive
90	273	273:7	they have developed excellent proprietary software for editing video and pictures and i'm looking forward to utilizing these tools on the regular.		software#miscellaneous	software	miscellaneous	positive
91	273	273:8	i'm excited to learn more about what this powerful machine has to offer and encourage others to do the same.		laptop#general	laptop	general	positive
92	273	273:8	i'm excited to learn more about what this powerful machine has to offer and encourage others to do the same.		laptop#operation_performance	laptop	performance	positive
93	273	273:9	it's more expensive but well worth it in the long run.		laptop#price	laptop	price	negative
94	273	273:9	it's more expensive but well worth it in the long run.		laptop#general	laptop	general	positive
95	240	240:0	great product, very easy to use and great graphics.		laptop#general	laptop	general	positive
96	240	240:0	great product, very easy to use and great graphics.		laptop#usability	laptop	usability	positive
97	240	240:0	great product, very easy to use and great graphics.		graphics#general	graphics	general	positive
98	240	240:1	one drawback, i wish the keys were backlit.		keyboard#design_features	keyboard	design	negative
99	240	240:2	i'm glad i bought this laptop, it was worth the few ($100) extra dollars.		laptop#general	laptop	general	positive
100	240	240:2	i'm glad i bought this laptop, it was worth the few ($100) extra dollars.		laptop#price	laptop	price	neutral
101	243	243:0	it had most of the features and all of the power that i wanted to replace my desktop machine.		laptop#design_features	laptop	design	positive
102	243	243:0	it had most of the features and all of the power that i wanted to replace my desktop machine.		laptop#operation_performance	laptop	performance	positive
103	243	243:1	i wasn't really as concerned about portability (it's a very large laptop) but it's not hard to move around or take on a trip which was a pleasant surprise.		laptop#design_features	laptop	design	neutral
104	243	243:1	i wasn't really as concerned about portability (it's a very large laptop) but it's not hard to move around or take on a trip which was a pleasant surprise.		laptop#portability	laptop	portability	positive
105	243	243:2	i'm very happy with this machine!		laptop#general	laptop	general	positive
106	285	285:0	i love the size, keyboard, the functions.		laptop#design_features	laptop	design	positive
107	285	285:0	i love the size, keyboard, the functions.		keyboard#general	keyboard	general	positive
108	285	285:0	i love the size, keyboard, the functions.		laptop#operation_performance	laptop	performance	positive
109	285	285:1	i don't really have a complaint.		laptop#general	laptop	general	positive
110	285	285:2	it is easy to use, good quality and good price.		laptop#usability	laptop	usability	positive
111	285	285:2	it is easy to use, good quality and good price.		laptop#quality	laptop	quality	positive
112	285	285:2	it is easy to use, good quality and good price.		laptop#price	laptop	price	positive
113	285	285:3	perfect trifecta!		laptop#general	laptop	general	positive
114	285	285:4	i would recommend this product.		laptop#general	laptop	general	positive
115	212	212:0	the salesman talked us into this computer away from another we were looking at and we have had nothing but problems with software problems and just not happy with it.		software#general	software	general	negative
116	212	212:0	the salesman talked us into this computer away from another we were looking at and we have had nothing but problems with software problems and just not happy with it.		laptop#general	laptop	general	negative
117	93	93:0	this is my first dell i heard their customer service was lacking and that they were working on improving it!		support#quality	support	quality	neutral
118	93	93:1	i purchased this laptop 9 months ago!					
119	93	93:2	the dvd burner broke after burning 3 dvd'd during that time!		optical_drives#quality	optical	quality	negative
120	93	93:3	they sent me a replacement part and without informing me are requiring that i return it within 15 days or contact them and let them know the broken part will be returned later.		support#quality	support	quality	negative
121	93	93:4	i am currently out of town and called to inform them the broken part would be returned when i got back in town.					
122	93	93:5	if this is an improvement in customer service then i would hate too see what it was before!		support#quality	support	quality	negative
123	93	93:6	i spoke to 4 different people and was told they needed to transfer me to a 5th person!		support#quality	support	quality	negative
124	93	93:7	needless to say i told them no and have a nice day and hung up!		support#quality	support	quality	negative
125	93	93:8	i can guarantee this will be the last dell i will ever purchase!		laptop#general	laptop	general	negative
126	93	93:8	i can guarantee this will be the last dell i will ever purchase!		company#general	company	general	negative
127	93	93:9	breaking within 1 year of purchase and speaking to 4+ people to report the damaged part will be returned late!		laptop#quality	laptop	quality	negative
128	93	93:9	breaking within 1 year of purchase and speaking to 4+ people to report the damaged part will be returned late!		support#quality	support	quality	negative
129	93	93:10	i do not recommend this company or their products!!!!		company#general	company	general	negative
130	252	252:0	so far, a great product.		laptop#general	laptop	general	positive
131	252	252:1	high price tag, however.		laptop#price	laptop	price	negative
132	252	252:2	still trying to learn how to use it.		laptop#usability	laptop	usability	neutral
133	19	19:0	it is the worst computer dell ever made.		laptop#general	laptop	general	negative
134	19	19:1	it is hard to fix and makes it a hassle to own one.		laptop#quality	laptop	quality	negative
135	19	19:1	it is hard to fix and makes it a hassle to own one.		laptop#general	laptop	general	negative
136	19	19:2	breaks easily.		laptop#quality	laptop	quality	negative
137	19	19:3	only good thing is the graphics quality.		graphics#quality	graphics	quality	positive
138	165	165:0	there are so many wonderful features and benefits to the new macbook!		laptop#design_features	laptop	design	positive
139	165	165:0	there are so many wonderful features and benefits to the new macbook!		laptop#general	laptop	general	positive
140	165	165:1	the #1 reason that is always repeated.					
141	165	165:2	no viruses!		laptop#quality	laptop	quality	positive
142	165	165:3	this laptop is fast and you will literally learn all you can do with this dynamo by just watching the online tutorials.		laptop#operation_performance	laptop	performance	positive
143	165	165:3	this laptop is fast and you will literally learn all you can do with this dynamo by just watching the online tutorials.		laptop#usability	laptop	usability	positive
144	165	165:4	i am loyal to apple.		company#general	company	general	positive
145	165	165:5	the macbooks worth every penny.					
146	165	165:6	they're easy, fun, powerful and will last a long time.					
147	165	165:7	the great 18 month same as cash financing and advance protection plan which includes accidents like spills ., which apple doesn't offer, is why i bought my macbook at best buy.					
148	165	165:8	i am very happy!		laptop#general	laptop	general	positive
149	111	111:0	this just keeps having it's hard drive replaced!		hard_disc#quality	disc	quality	negative
150	111	111:1	acer won't replace the laptop.		support#quality	support	quality	negative
151	111	111:2	the manufacturer's warranty only covers replacement/repair of parts.		warranty#general	warranty	general	negative
152	111	111:3	this thing is a lemon.		laptop#quality	laptop	quality	negative
153	292	292:0	this macbook is an outstanding product with great value.		laptop#general	laptop	general	positive
154	292	292:1	its ease of use and the top service from apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.		laptop#usability	laptop	usability	positive
155	292	292:1	its ease of use and the top service from apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.		support#quality	support	quality	positive
156	292	292:2	suffice it to say, my macbook pro keeps me going with its long battery life and blazing speed.		battery#operation_performance	battery	performance	positive
157	292	292:2	suffice it to say, my macbook pro keeps me going with its long battery life and blazing speed.		laptop#operation_performance	laptop	performance	positive
158	292	292:3	it does run a little warm but that is a negligible concern.		laptop#quality	laptop	quality	neutral
159	359	359:0	i was so excited to receive the toshiba l455 as a gift/bonus for some work i had done for a friend of mine!					
160	359	359:1	i have owned it only two months!					
161	359	359:2	i have had nothing but problems since the day i took it out of the box!		laptop#general	laptop	general	negative
162	359	359:2	i have had nothing but problems since the day i took it out of the box!		laptop#quality	laptop	quality	negative
163	359	359:3	my first problem was with the pre-loaded norton firewall/security program.		software#general	software	general	negative
164	359	359:4	it would not let me connect to my wifi system where i lived.		laptop#connectivity	laptop	connectivity	negative
165	359	359:5	it took toshiba tech support 4 calls and 4 different techs to correct the problem.		support#quality	support	quality	negative
166	359	359:6	"then just the other day, my left ""mouse"" button snapped!"		mouse#quality	mouse	quality	negative
167	359	359:7	being only 2 months old, i am not a happy camper!		laptop#quality	laptop	quality	negative
168	359	359:8	buyer beware.		laptop#general	laptop	general	negative
169	359	359:9	this one, in my opinion, might be a lemon!		laptop#quality	laptop	quality	negative
170	95	95:0	it rarely works and when it does it's incredibly slow.		laptop#quality	laptop	quality	negative
171	95	95:0	it rarely works and when it does it's incredibly slow.		laptop#operation_performance	laptop	performance	negative
172	95	95:1	i have had to take it to the geek squad guys to get it fixed because it has had viruses 3 times and i have not even had it for more then 4 months!		laptop#quality	laptop	quality	negative
173	95	95:2	*if you are looking for a good laptop, this is not it!		laptop#general	laptop	general	negative
174	360	360:0	like the price and operation.		laptop#price	laptop	price	positive
175	360	360:0	like the price and operation.		laptop#operation_performance	laptop	performance	positive
176	360	360:1	some features arent friendly ( volume wheel, sound quality, etc.		laptop#usability	laptop	usability	negative
177	360	360:1	some features arent friendly ( volume wheel, sound quality, etc.		multimedia_devices#usability	multimedia	usability	negative
178	360	360:1	some features arent friendly ( volume wheel, sound quality, etc.		multimedia_devices#quality	multimedia	quality	negative
179	360	360:2	but, for the cost this is a winner.		laptop#general	laptop	general	positive
180	360	360:2	but, for the cost this is a winner.		laptop#price	laptop	price	neutral
181	66	66:0	i absolutely love my mac!		laptop#general	laptop	general	positive
182	66	66:1	i can't imagine my life without it anymore!		laptop#general	laptop	general	positive
183	66	66:2	it's perfect for everything and runs faster than an average pc!					
184	384	384:0	i've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.		laptop#general	laptop	general	positive
185	384	384:0	i've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.		ports#quality	ports	quality	negative
186	384	384:1	apparently they are defective since they are not securely attached.		ports#quality	ports	quality	negative
187	384	384:2	i can barely use any usb devices because they will not stay connected properly.		laptop#connectivity	laptop	connectivity	negative
188	384	384:3	i called toshiba and they want me to be without my laptop for about two weeks while they look at the problem.		support#quality	support	quality	negative
189	384	384:4	i think i might rather suffer for something that is simple to fix in my opinion.		support#quality	support	quality	negative
190	54	54:0	i bought this laptop was the worst laptop i've ever bought.		laptop#general	laptop	general	negative
191	54	54:1	i spent alot of money on this product and its been a nightmare.		laptop#price	laptop	price	negative
192	54	54:1	i spent alot of money on this product and its been a nightmare.		laptop#general	laptop	general	negative
193	54	54:2	and having to deal with the company has been a even worse nightmare.		support#quality	support	quality	negative
194	54	54:3	i sent it to them to fix in perfect condition but for what was wrong with it.					
195	54	54:4	they sent it back with a huge crack in it and it still didn't work.		support#quality	support	quality	negative
196	54	54:5	and that was the fourth time ive sent it to them to get fixed.		support#quality	support	quality	negative
197	54	54:6	its been a year and am still waiting to see what there going to do about my laptop.		support#quality	support	quality	negative
198	54	54:7	so if anyones looking to buy a computer or laptop you should stay far far away from any that have the name toshiba on it...		company#general	company	general	negative
199	176	176:0	i saved for this laptop for 3 months and i can tell you personally it was worth the wait.		laptop#general	laptop	general	positive
200	176	176:1	the display on this computer is the best i've seen in a very long time, the battery life is very long and very convienent.		display#general	display	general	positive
201	176	176:1	the display on this computer is the best i've seen in a very long time, the battery life is very long and very convienent.		battery#operation_performance	battery	performance	positive
202	176	176:2	a little pricey but it is well, well worth it.		laptop#price	laptop	price	negative
203	176	176:2	a little pricey but it is well, well worth it.		laptop#general	laptop	general	positive
204	176	176:3	i've been a pc user and i just finally switched and i am never going back.					
205	176	176:4	it is amazing.		laptop#general	laptop	general	positive
206	59	59:0	in the first moth of owning this computer its hardrive failed which had to be replaced.		hard_disc#quality	disc	quality	negative
207	59	59:1	after replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.		battery#quality	battery	quality	negative
208	59	59:1	after replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.		battery#operation_performance	battery	performance	negative
209	59	59:2	then after 4 or so months the charger stopped working so i was forced to go out and buy new hardware just to keep this computer running.		power_supply#quality	power	quality	negative
210	59	59:2	then after 4 or so months the charger stopped working so i was forced to go out and buy new hardware just to keep this computer running.		power_supply#operation_performance	power	performance	negative
211	59	59:2	then after 4 or so months the charger stopped working so i was forced to go out and buy new hardware just to keep this computer running.		hardware#quality	hardware	quality	negative
212	59	59:3	a tip for people looking into this computer: do not buy it save up a bit more money and buy a computer that will last.		laptop#general	laptop	general	negative
213	59	59:3	a tip for people looking into this computer: do not buy it save up a bit more money and buy a computer that will last.		laptop#quality	laptop	quality	negative
214	170	170:0	has a 5-6 hour battery life.		battery#operation_performance	battery	performance	positive
215	170	170:1	much faster than my old windows laptop that died on me.					
216	170	170:2	it is easy to use and lightweight.		laptop#usability	laptop	usability	positive
217	170	170:2	it is easy to use and lightweight.		laptop#design_features	laptop	design	positive
218	170	170:3	was very much worth the price i paid.		laptop#general	laptop	general	positive
219	170	170:3	was very much worth the price i paid.		laptop#price	laptop	price	positive
220	90	90:0	this netbook went bad on me after 3 days.		laptop#quality	laptop	quality	negative
221	90	90:1	there is a blank lighted screen when i start and that is all.		display#operation_performance	display	performance	negative
222	90	90:2	i am also upset with cr for giving a good rating.					
223	220	220:0	i purchased this netbook after my original toshiba laptop crashed right after the warranty expired.					
224	220	220:1	three weeks after i bought the netbook, the screen quit working.		display#quality	display	quality	negative
225	220	220:1	three weeks after i bought the netbook, the screen quit working.		display#operation_performance	display	performance	negative
226	220	220:2	i baby my electronics so i know for a fact it was defective and not anything that i did to it.		display#quality	display	quality	negative
227	220	220:3	overall i feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.		laptop#quality	laptop	quality	negative
228	220	220:3	overall i feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.		laptop#operation_performance	laptop	performance	negative
229	220	220:3	overall i feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.		battery#operation_performance	battery	performance	positive
230	278	278:0	took the netbook on a vacation trip and i was able to do whatever i wanted to do without lugging a much heavier laptop.		laptop#portability	laptop	portability	positive
231	278	278:0	took the netbook on a vacation trip and i was able to do whatever i wanted to do without lugging a much heavier laptop.		laptop#design_features	laptop	design	positive
232	278	278:0	took the netbook on a vacation trip and i was able to do whatever i wanted to do without lugging a much heavier laptop.		laptop#general	laptop	general	positive
233	278	278:1	to my mind much more usable than the toy called an ipad.					
234	135	135:0	the so called laptop runs to slow and i hate it!		laptop#operation_performance	laptop	performance	negative
235	135	135:0	the so called laptop runs to slow and i hate it!		laptop#general	laptop	general	negative
236	135	135:1	do not  buy it!		laptop#general	laptop	general	negative
237	135	135:2	it is the worst laptop ever		laptop#general	laptop	general	negative
238	159	159:0	the image is great, and the soud is excelent.		display#quality	display	quality	positive
239	159	159:0	the image is great, and the soud is excelent.		multimedia_devices#quality	multimedia	quality	positive
240	159	159:1	i love ths notebook.		laptop#general	laptop	general	positive
241	57	57:0	i love the glass touchpad.		mouse#design_features	mouse	design	positive
242	57	57:1	easy learning curve.		laptop#usability	laptop	usability	positive
243	57	57:2	also the display is exceptional!		display#general	display	general	positive
244	76	76:0	i have loved this since i took it out of the box.		laptop#general	laptop	general	positive
245	76	76:1	the battery is really long.		battery#operation_performance	battery	performance	positive
246	76	76:2	the features are great, the only thing it needs is better speakers.		laptop#design_features	laptop	design	positive
247	76	76:2	the features are great, the only thing it needs is better speakers.		multimedia_devices#general	multimedia	general	negative
248	28	28:0	small and light weight.		laptop#design_features	laptop	design	positive
249	28	28:1	speakers too small to be of any real use.		multimedia_devices#design_features	multimedia	design	negative
250	28	28:1	speakers too small to be of any real use.		multimedia_devices#usability	multimedia	usability	negative
251	28	28:2	keyboard good sized and wasy to use.		keyboard#design_features	keyboard	design	positive
252	28	28:2	keyboard good sized and wasy to use.		keyboard#usability	keyboard	usability	positive
253	28	28:3	i like it!		laptop#general	laptop	general	positive
254	267	267:0	meets my needs perfectly and is light enough for this senior to carry without affecting my arthritis.		laptop#general	laptop	general	positive
255	267	267:0	meets my needs perfectly and is light enough for this senior to carry without affecting my arthritis.		laptop#design_features	laptop	design	positive
256	267	267:0	meets my needs perfectly and is light enough for this senior to carry without affecting my arthritis.		laptop#portability	laptop	portability	positive
257	132	132:0	needless to say, not to happy with the product.		laptop#general	laptop	general	negative
258	167	167:0	this is a great machine!		laptop#general	laptop	general	positive
259	167	167:1	the design is awesome, quality is unprecedented.		laptop#design_features	laptop	design	positive
260	167	167:1	the design is awesome, quality is unprecedented.		laptop#quality	laptop	quality	positive
261	169	169:0	apparently well-built and gorgeous to look at, the i5 macbook pro is a winning combination of price and performance.		laptop#quality	laptop	quality	positive
262	169	169:0	apparently well-built and gorgeous to look at, the i5 macbook pro is a winning combination of price and performance.		laptop#design_features	laptop	design	positive
263	169	169:0	apparently well-built and gorgeous to look at, the i5 macbook pro is a winning combination of price and performance.		laptop#price	laptop	price	positive
264	169	169:0	apparently well-built and gorgeous to look at, the i5 macbook pro is a winning combination of price and performance.		laptop#operation_performance	laptop	performance	positive
265	197	197:0	it is by far one of the greatest investments i have ever made.		laptop#general	laptop	general	positive
266	284	284:0	consumer report recommended toshiba.					
267	284	284:1	am very glad i bought it, great netbook, low price.		laptop#general	laptop	general	positive
268	284	284:1	am very glad i bought it, great netbook, low price.		laptop#price	laptop	price	positive
269	299	299:0	very good quality and well made.		laptop#quality	laptop	quality	positive
270	299	299:1	great pick for portability and affordability.		laptop#portability	laptop	portability	positive
271	299	299:1	great pick for portability and affordability.		laptop#price	laptop	price	positive
272	299	299:2	the black model also has a very nice seamless appearance - one of the better looking notebooks i've seen.		laptop#design_features	laptop	design	positive
273	321	321:0	the only problem is a lack of screen resolutions!		display#quality	display	quality	negative
274	321	321:0	the only problem is a lack of screen resolutions!		laptop#general	laptop	general	positive
275	325	325:0	if you need an affordable, entry-level laptop, this will fit the bill.		laptop#price	laptop	price	positive
276	325	325:0	if you need an affordable, entry-level laptop, this will fit the bill.		laptop#miscellaneous	laptop	miscellaneous	positive
277	325	325:1	i dislike the weight and size, cubersome.		laptop#portability	laptop	portability	negative
278	325	325:1	i dislike the weight and size, cubersome.		laptop#design_features	laptop	design	negative
279	325	325:2	i dislike the quality and the placement of the speakers.		multimedia_devices#quality	multimedia	quality	negative
280	325	325:2	i dislike the quality and the placement of the speakers.		multimedia_devices#design_features	multimedia	design	negative
281	325	325:3	overall, it's ok.		laptop#general	laptop	general	neutral
282	326	326:0	"laptop is advertised as a 15"" but the casing looks like that of a 17""."		laptop#design_features	laptop	design	negative
283	326	326:1	this laptop is very large and barely fits in any carrying cases.		laptop#design_features	laptop	design	negative
284	326	326:1	this laptop is very large and barely fits in any carrying cases.		laptop#portability	laptop	portability	negative
285	326	326:2	peformance is good for the price.		laptop#operation_performance	laptop	performance	positive
286	326	326:2	peformance is good for the price.		laptop#price	laptop	price	neutral
287	326	326:3	if you're not wanting to be mobile, this is a good laptop to sit on a desk.		laptop#portability	laptop	portability	negative
288	326	326:3	if you're not wanting to be mobile, this is a good laptop to sit on a desk.		laptop#general	laptop	general	positive
289	8	8:0	had to have this computer repaired twice in the first 5 months after purchasing it.		laptop#quality	laptop	quality	negative
290	8	8:1	not good for a person who gets online daily.		laptop#miscellaneous	laptop	miscellaneous	negative
291	8	8:2	may be better for the occasional web surfer.		laptop#miscellaneous	laptop	miscellaneous	neutral
292	83	83:0	i just got this laptop for college, and so far i am very happy with it.		laptop#general	laptop	general	positive
293	83	83:1	i really wanted a mac over a pc because i used a mac in high school.					
294	83	83:2	it is so much easier to use		laptop#usability	laptop	usability	positive
295	81	81:0	good keyboard, long battery life, largest hard drive and windows 7.		keyboard#general	keyboard	general	positive
296	81	81:0	good keyboard, long battery life, largest hard drive and windows 7.		battery#operation_performance	battery	performance	positive
297	81	81:0	good keyboard, long battery life, largest hard drive and windows 7.		hard_disc#design_features	disc	design	positive
298	81	81:0	good keyboard, long battery life, largest hard drive and windows 7.		os#general	os	general	positive
299	81	81:1	and toshiba is a quality supplier.		company#general	company	general	positive
300	80	80:0	i love this little one.		laptop#general	laptop	general	positive
301	80	80:1	the keyboard has a wonderful nature feel.		keyboard#quality	keyboard	quality	positive
302	80	80:2	i like it better than my big dell laptop.					
303	80	80:3	seriously considering a larger laptop to replace the dell					
304	44	44:0	great battery life.		battery#operation_performance	battery	performance	positive
305	44	44:1	keyboard is reasonable size.		keyboard#design_features	keyboard	design	positive
306	44	44:2	small screen somewhat limiting but great for travel.		display#design_features	display	design	negative
307	44	44:2	small screen somewhat limiting but great for travel.		laptop#portability	laptop	portability	positive
308	44	44:3	charger seems large for this class of computer.		power_supply#design_features	power	design	negative
309	200	200:0	great laptop for the price, works well with action pack games.		laptop#general	laptop	general	positive
310	200	200:0	great laptop for the price, works well with action pack games.		laptop#price	laptop	price	neutral
