	review_id	sentence_id	text	target	category	entity	attribute	polarity
21	264	264:2	without a big ol' clunky machine in my backpack, I feel like I can do programming homework anywhere.		LAPTOP#DESIGN_FEATURES	LAPTOP	DESIGN_FEATURES	positive
22	264	264:2	without a big ol' clunky machine in my backpack, I feel like I can do programming homework anywhere.		LAPTOP#PORTABILITY	LAPTOP	PORTABILITY	positive
23	264	264:2	without a big ol' clunky machine in my backpack, I feel like I can do programming homework anywhere.		LAPTOP#MISCELLANEOUS	LAPTOP	MISCELLANEOUS	positive
24	264	264:3	I highly recommend this computer for students looking for a solid machine to get them through college.		LAPTOP#MISCELLANEOUS	LAPTOP	MISCELLANEOUS	positive
25	264	264:3	I highly recommend this computer for students looking for a solid machine to get them through college.		LAPTOP#QUALITY	LAPTOP	QUALITY	positive
26	264	264:4	A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.		OS#DESIGN_FEATURES	OS	DESIGN_FEATURES	positive
27	24	24:0	Oh my goodness-I am not a happy camper.		LAPTOP#GENERAL	LAPTOP	GENERAL	negative
28	24	24:1	My HP is very heavy.		LAPTOP#DESIGN_FEATURES	LAPTOP	DESIGN_FEATURES	negative
29	24	24:2	Not easy to carry.		LAPTOP#PORTABILITY	LAPTOP	PORTABILITY	negative
30	24	24:3	The battery has never worked well.		BATTERY#QUALITY	BATTERY	QUALITY	negative
31	24	24:3	The battery has never worked well.		BATTERY#OPERATION_PERFORMANCE	BATTERY	OPERATION_PERFORMANCE	negative
32	24	24:4	The battery gets so HOT it is scary.		BATTERY#QUALITY	BATTERY	QUALITY	negative
33	24	24:5	Yet, HP won't do anything about the problem.		SUPPORT#QUALITY	SUPPORT	QUALITY	negative
34	24	24:6	I returned the computer to HP and they kept it for 3 months.		SUPPORT#QUALITY	SUPPORT	QUALITY	negative
35	24	24:7	When I got the computer back and realizwed it still was not correct HP told me it was out of warranty and now it was my problem.		SUPPORT#QUALITY	SUPPORT	QUALITY	negative
36	24	24:8	So, you can imagine how unhappy I am with this item.		LAPTOP#GENERAL	LAPTOP	GENERAL	negative
37	24	24:9	Currently if I use the laptop I can't sit it on my lap because it will burn my legs.		LAPTOP#QUALITY	LAPTOP	QUALITY	negative
38	24	24:10	I did contact HP and share how unhappy I am.					
39	24	24:11	Well, they don't care a bunch.		SUPPORT#QUALITY	SUPPORT	QUALITY	negative
40	24	24:12	But, at the same time they (the company) would not and could not do anything about my problem.		SUPPORT#QUALITY	SUPPORT	QUALITY	negative
41	24	24:13	I would  say if you want to buy one of these machines be careful.		LAPTOP#GENERAL	LAPTOP	GENERAL	negative
42	24	24:14	And, if you are going to deal with HP be careful.		COMPANY#GENERAL	COMPANY	GENERAL	negative
43	24	24:15	In my house, HP is a nasty word.		COMPANY#GENERAL	COMPANY	GENERAL	negative
44	277	277:0	Since I purchased my Toshiba netbook, I have been very pleased with it, I have a laptob and a desktop.		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
45	277	277:1	The netbook is easier for me to take to bed and carry around with me.		LAPTOP#PORTABILITY	LAPTOP	PORTABILITY	positive
46	277	277:2	The screen takes some getting use to, because it is smaller than the laptop.		DISPLAY#USABILITY	DISPLAY	USABILITY	neutral
47	277	277:2	The screen takes some getting use to, because it is smaller than the laptop.		DISPLAY#DESIGN_FEATURES	DISPLAY	DESIGN_FEATURES	neutral
48	277	277:3	I have not have any problems.		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
49	178	178:0	The Notebook PC,Toshiba Qosmio is the best gift my father could have ever gotten me.		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
50	178	178:1	He gave me this PC about 3 years ago and up to this point im still sitting here using it.		LAPTOP#QUALITY	LAPTOP	QUALITY	positive
51	178	178:2	Its still going.		LAPTOP#QUALITY	LAPTOP	QUALITY	positive
52	178	178:3	It is in the best condition and has a really high quality.		LAPTOP#QUALITY	LAPTOP	QUALITY	positive
53	178	178:4	This is something i would deffinately reccomend to someone.		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
54	178	178:5	You will not regret buying such a great thing like this!		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
55	178	178:6	It can't get any better.		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
56	77	77:0	Waited on getting this computer, but it has been a great change.		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
57	77	77:1	Ease of use is just one of the benefits I love about my Mac.		LAPTOP#USABILITY	LAPTOP	USABILITY	positive
58	342	342:0	This laptop meets every expectation and Windows 7 is great!		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
59	342	342:0	This laptop meets every expectation and Windows 7 is great!		OS#GENERAL	OS	GENERAL	positive
60	342	342:1	It's fast, it's easy easy easy to set up, easy to hook to my wireless network.		LAPTOP#OPERATION_PERFORMANCE	LAPTOP	OPERATION_PERFORMANCE	positive
61	342	342:1	It's fast, it's easy easy easy to set up, easy to hook to my wireless network.		LAPTOP#USABILITY	LAPTOP	USABILITY	positive
62	342	342:1	It's fast, it's easy easy easy to set up, easy to hook to my wireless network.		LAPTOP#CONNECTIVITY	LAPTOP	CONNECTIVITY	positive
63	342	342:2	It's even easy to hook up to other wireless networks.		LAPTOP#CONNECTIVITY	LAPTOP	CONNECTIVITY	positive
64	342	342:3	The battery doesn't last long but I'm sure an upgrade battery would solve that problem.		BATTERY#OPERATION_PERFORMANCE	BATTERY	OPERATION_PERFORMANCE	neutral
65	342	342:4	I don't use my laptop in a way though that needs a long battery life so it's perfect for me.		BATTERY#OPERATION_PERFORMANCE	BATTERY	OPERATION_PERFORMANCE	positive
66	348	348:0	Most everything is fine with this machine: speed, capacity, build.		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
67	348	348:0	Most everything is fine with this machine: speed, capacity, build.		LAPTOP#OPERATION_PERFORMANCE	LAPTOP	OPERATION_PERFORMANCE	positive
68	348	348:0	Most everything is fine with this machine: speed, capacity, build.		HARD_DISC#DESIGN_FEATURES	HARD_DISC	DESIGN_FEATURES	positive
69	348	348:0	Most everything is fine with this machine: speed, capacity, build.		LAPTOP#QUALITY	LAPTOP	QUALITY	positive
70	348	348:1	The only thing I don't understand is that the resolution of the screen isn't high enough for some pages, such as Yahoo!Mail.		DISPLAY#QUALITY	DISPLAY	QUALITY	negative
71	348	348:2	Yes, I have it on the highest available setting.					
72	347	347:0	I bought it for really cheap also and it's AMAZING.		LAPTOP#PRICE	LAPTOP	PRICE	positive
73	347	347:0	I bought it for really cheap also and it's AMAZING.		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
74	347	347:1	Easy to start up and does not overheat as much as other laptops.					
75	347	347:2	Recommended to people as their first laptop.		LAPTOP#MISCELLANEOUS	LAPTOP	MISCELLANEOUS	positive
76	339	339:0	Plain and simple, it(laptop) runs great and loads fast.		LAPTOP#OPERATION_PERFORMANCE	LAPTOP	OPERATION_PERFORMANCE	positive
77	339	339:1	Easy to carry, can be taken anywhere, can be hooked up to printers,headsets.		LAPTOP#PORTABILITY	LAPTOP	PORTABILITY	positive
78	339	339:1	Easy to carry, can be taken anywhere, can be hooked up to printers,headsets.		LAPTOP#CONNECTIVITY	LAPTOP	CONNECTIVITY	positive
79	339	339:2	Love that it doesn't take up space like a regular computer.					
80	273	273:0	I'm already hooked on the sleek look and dependability that this laptop has shown.		LAPTOP#DESIGN_FEATURES	LAPTOP	DESIGN_FEATURES	positive
81	273	273:0	I'm already hooked on the sleek look and dependability that this laptop has shown.		LAPTOP#QUALITY	LAPTOP	QUALITY	positive
82	273	273:1	Being a PC user my whole life, it's taking a bit of time to adapt to the OS of a Mac but I'm finding my way around.		OS#USABILITY	OS	USABILITY	neutral
83	273	273:2	The unibody design is edgy and durable.		LAPTOP#DESIGN_FEATURES	LAPTOP	DESIGN_FEATURES	positive
84	273	273:2	The unibody design is edgy and durable.		LAPTOP#QUALITY	LAPTOP	QUALITY	positive
85	273	273:3	The LED backlit display makes my pictures pop so much more.		DISPLAY#DESIGN_FEATURES	DISPLAY	DESIGN_FEATURES	positive
86	273	273:4	I'm learning the finger options for the mousepad that allow for quicker browsing of web pages.		MOUSE#DESIGN_FEATURES	MOUSE	DESIGN_FEATURES	positive
87	273	273:4	I'm learning the finger options for the mousepad that allow for quicker browsing of web pages.		LAPTOP#USABILITY	LAPTOP	USABILITY	positive
88	273	273:5	Granted, it's still a very new laptop but in comparison to my previous laptops and desktops, my Mac boots up noticeably quicker.					
89	273	273:6	A key contributor that led me to Mac is the art aspect.		LAPTOP#DESIGN_FEATURES	LAPTOP	DESIGN_FEATURES	positive
90	273	273:7	They have developed excellent proprietary software for editing video and pictures and I'm looking forward to utilizing these tools on the regular.		SOFTWARE#MISCELLANEOUS	SOFTWARE	MISCELLANEOUS	positive
91	273	273:8	I'm excited to learn more about what this powerful machine has to offer and encourage others to do the same.		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
92	273	273:8	I'm excited to learn more about what this powerful machine has to offer and encourage others to do the same.		LAPTOP#OPERATION_PERFORMANCE	LAPTOP	OPERATION_PERFORMANCE	positive
93	273	273:9	It's more expensive but well worth it in the long run.		LAPTOP#PRICE	LAPTOP	PRICE	negative
94	273	273:9	It's more expensive but well worth it in the long run.		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
95	240	240:0	Great product, very easy to use and great graphics.		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
96	240	240:0	Great product, very easy to use and great graphics.		LAPTOP#USABILITY	LAPTOP	USABILITY	positive
97	240	240:0	Great product, very easy to use and great graphics.		GRAPHICS#GENERAL	GRAPHICS	GENERAL	positive
98	240	240:1	One drawback, I wish the keys were backlit.		KEYBOARD#DESIGN_FEATURES	KEYBOARD	DESIGN_FEATURES	negative
99	240	240:2	I'm glad I bought this laptop, it was worth the few ($100) extra dollars.		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
100	240	240:2	I'm glad I bought this laptop, it was worth the few ($100) extra dollars.		LAPTOP#PRICE	LAPTOP	PRICE	neutral
101	243	243:0	It had most of the features and all of the power that I wanted to replace my desktop machine.		LAPTOP#DESIGN_FEATURES	LAPTOP	DESIGN_FEATURES	positive
102	243	243:0	It had most of the features and all of the power that I wanted to replace my desktop machine.		LAPTOP#OPERATION_PERFORMANCE	LAPTOP	OPERATION_PERFORMANCE	positive
103	243	243:1	I wasn't really as concerned about portability (it's a very large laptop) but it's not hard to move around or take on a trip which was a pleasant surprise.		LAPTOP#DESIGN_FEATURES	LAPTOP	DESIGN_FEATURES	neutral
104	243	243:1	I wasn't really as concerned about portability (it's a very large laptop) but it's not hard to move around or take on a trip which was a pleasant surprise.		LAPTOP#PORTABILITY	LAPTOP	PORTABILITY	positive
105	243	243:2	I'm very happy with this machine!		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
106	285	285:0	I love the size, keyboard, the functions.		LAPTOP#DESIGN_FEATURES	LAPTOP	DESIGN_FEATURES	positive
107	285	285:0	I love the size, keyboard, the functions.		KEYBOARD#GENERAL	KEYBOARD	GENERAL	positive
108	285	285:0	I love the size, keyboard, the functions.		LAPTOP#OPERATION_PERFORMANCE	LAPTOP	OPERATION_PERFORMANCE	positive
109	285	285:1	I don't really have a complaint.		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
110	285	285:2	It is easy to use, good quality and good price.		LAPTOP#USABILITY	LAPTOP	USABILITY	positive
111	285	285:2	It is easy to use, good quality and good price.		LAPTOP#QUALITY	LAPTOP	QUALITY	positive
112	285	285:2	It is easy to use, good quality and good price.		LAPTOP#PRICE	LAPTOP	PRICE	positive
113	285	285:3	Perfect trifecta!		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
114	285	285:4	I would recommend this product.		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
115	212	212:0	The salesman talked us into this computer away from another we were looking at and we have had nothing but problems with software problems and just not happy with it.		SOFTWARE#GENERAL	SOFTWARE	GENERAL	negative
116	212	212:0	The salesman talked us into this computer away from another we were looking at and we have had nothing but problems with software problems and just not happy with it.		LAPTOP#GENERAL	LAPTOP	GENERAL	negative
117	93	93:0	This is my first Dell I heard their customer service was lacking and that they were working on improving it!		SUPPORT#QUALITY	SUPPORT	QUALITY	neutral
118	93	93:1	I purchased this laptop 9 months ago!					
119	93	93:2	The DVD burner broke after burning 3 DVD'd during that time!		OPTICAL_DRIVES#QUALITY	OPTICAL_DRIVES	QUALITY	negative
120	93	93:3	They sent me a replacement part and without informing me are requiring that I return it within 15 days or contact them and let them know the broken part will be returned later.		SUPPORT#QUALITY	SUPPORT	QUALITY	negative
121	93	93:4	I am currently out of town and called to inform them the broken part would be returned when I got back in town.					
122	93	93:5	If this is an improvement in Customer Service then I would hate too see what it was before!		SUPPORT#QUALITY	SUPPORT	QUALITY	negative
123	93	93:6	I spoke to 4 different people and was told they needed to transfer me to a 5th person!		SUPPORT#QUALITY	SUPPORT	QUALITY	negative
124	93	93:7	Needless to say I told them No and have a nice day and hung up!		SUPPORT#QUALITY	SUPPORT	QUALITY	negative
125	93	93:8	I can guarantee this will be the last Dell I will ever purchase!		LAPTOP#GENERAL	LAPTOP	GENERAL	negative
126	93	93:8	I can guarantee this will be the last Dell I will ever purchase!		COMPANY#GENERAL	COMPANY	GENERAL	negative
127	93	93:9	Breaking within 1 year of purchase and speaking to 4+ people to report the damaged part will be returned late!		LAPTOP#QUALITY	LAPTOP	QUALITY	negative
128	93	93:9	Breaking within 1 year of purchase and speaking to 4+ people to report the damaged part will be returned late!		SUPPORT#QUALITY	SUPPORT	QUALITY	negative
129	93	93:10	I do not recommend this company or their products!!!!		COMPANY#GENERAL	COMPANY	GENERAL	negative
130	252	252:0	So far, a great product.		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
131	252	252:1	High price tag, however.		LAPTOP#PRICE	LAPTOP	PRICE	negative
132	252	252:2	Still trying to learn how to use it.		LAPTOP#USABILITY	LAPTOP	USABILITY	neutral
133	19	19:0	it is the worst computer dell ever made.		LAPTOP#GENERAL	LAPTOP	GENERAL	negative
134	19	19:1	it is hard to fix and makes it a hassle to own one.		LAPTOP#QUALITY	LAPTOP	QUALITY	negative
135	19	19:1	it is hard to fix and makes it a hassle to own one.		LAPTOP#GENERAL	LAPTOP	GENERAL	negative
136	19	19:2	breaks easily.		LAPTOP#QUALITY	LAPTOP	QUALITY	negative
137	19	19:3	only good thing is the graphics quality.		GRAPHICS#QUALITY	GRAPHICS	QUALITY	positive
138	165	165:0	There are so many wonderful features and benefits to the new MacBook!		LAPTOP#DESIGN_FEATURES	LAPTOP	DESIGN_FEATURES	positive
139	165	165:0	There are so many wonderful features and benefits to the new MacBook!		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
140	165	165:1	The #1 reason that is always repeated.					
141	165	165:2	No Viruses!		LAPTOP#QUALITY	LAPTOP	QUALITY	positive
142	165	165:3	This laptop is fast and you will literally learn all you can do with this dynamo by just watching the online tutorials.		LAPTOP#OPERATION_PERFORMANCE	LAPTOP	OPERATION_PERFORMANCE	positive
143	165	165:3	This laptop is fast and you will literally learn all you can do with this dynamo by just watching the online tutorials.		LAPTOP#USABILITY	LAPTOP	USABILITY	positive
144	165	165:4	I am loyal to Apple.		COMPANY#GENERAL	COMPANY	GENERAL	positive
145	165	165:5	The Macbooks worth every penny.					
146	165	165:6	They're easy, fun, powerful and will last a long time.					
147	165	165:7	The great 18 month same as cash financing and Advance Protection Plan which includes accidents like spills ., which Apple doesn't offer, is why I bought my MacBook at Best Buy.					
148	165	165:8	I am very Happy!		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
149	111	111:0	This just keeps having it's hard drive replaced!		HARD_DISC#QUALITY	HARD_DISC	QUALITY	negative
150	111	111:1	Acer won't replace the laptop.		SUPPORT#QUALITY	SUPPORT	QUALITY	negative
151	111	111:2	the manufacturer's warranty only covers replacement/repair of parts.		WARRANTY#GENERAL	WARRANTY	GENERAL	negative
152	111	111:3	This thing is a lemon.		LAPTOP#QUALITY	LAPTOP	QUALITY	negative
153	292	292:0	This MacBook is an outstanding product with great value.		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
154	292	292:1	Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.		LAPTOP#USABILITY	LAPTOP	USABILITY	positive
155	292	292:1	Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.		SUPPORT#QUALITY	SUPPORT	QUALITY	positive
156	292	292:2	Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.		BATTERY#OPERATION_PERFORMANCE	BATTERY	OPERATION_PERFORMANCE	positive
157	292	292:2	Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.		LAPTOP#OPERATION_PERFORMANCE	LAPTOP	OPERATION_PERFORMANCE	positive
158	292	292:3	It does run a little warm but that is a negligible concern.		LAPTOP#QUALITY	LAPTOP	QUALITY	neutral
159	359	359:0	I was so excited to receive the Toshiba L455 as a gift/bonus for some work I had done for a friend of mine!					
160	359	359:1	I have owned it only two months!					
161	359	359:2	I have had nothing but problems since the day I took it out of the box!		LAPTOP#GENERAL	LAPTOP	GENERAL	negative
162	359	359:2	I have had nothing but problems since the day I took it out of the box!		LAPTOP#QUALITY	LAPTOP	QUALITY	negative
163	359	359:3	My first problem was with the pre-loaded Norton Firewall/Security program.		SOFTWARE#GENERAL	SOFTWARE	GENERAL	negative
164	359	359:4	It would not let me connect to my Wifi system where I lived.		LAPTOP#CONNECTIVITY	LAPTOP	CONNECTIVITY	negative
165	359	359:5	It took Toshiba tech support 4 calls and 4 different techs to correct the problem.		SUPPORT#QUALITY	SUPPORT	QUALITY	negative
166	359	359:6	"Then just the other day, my left ""mouse"" button snapped!"		MOUSE#QUALITY	MOUSE	QUALITY	negative
167	359	359:7	Being only 2 months old, I am not a happy camper!		LAPTOP#QUALITY	LAPTOP	QUALITY	negative
168	359	359:8	Buyer Beware.		LAPTOP#GENERAL	LAPTOP	GENERAL	negative
169	359	359:9	this one, in my opinion, might be a lemon!		LAPTOP#QUALITY	LAPTOP	QUALITY	negative
170	95	95:0	It rarely works and when it does it's incredibly slow.		LAPTOP#QUALITY	LAPTOP	QUALITY	negative
171	95	95:0	It rarely works and when it does it's incredibly slow.		LAPTOP#OPERATION_PERFORMANCE	LAPTOP	OPERATION_PERFORMANCE	negative
172	95	95:1	I have had to take it to the geek squad guys to get it fixed because it has had viruses 3 times and i have not even had it for more then 4 months!		LAPTOP#QUALITY	LAPTOP	QUALITY	negative
173	95	95:2	*IF YOU ARE LOOKING FOR A GOOD LAPTOP, THIS IS NOT IT!		LAPTOP#GENERAL	LAPTOP	GENERAL	negative
174	360	360:0	Like the price and operation.		LAPTOP#PRICE	LAPTOP	PRICE	positive
175	360	360:0	Like the price and operation.		LAPTOP#OPERATION_PERFORMANCE	LAPTOP	OPERATION_PERFORMANCE	positive
176	360	360:1	Some features arent friendly ( volume wheel, sound quality, etc.		LAPTOP#USABILITY	LAPTOP	USABILITY	negative
177	360	360:1	Some features arent friendly ( volume wheel, sound quality, etc.		MULTIMEDIA_DEVICES#USABILITY	MULTIMEDIA_DEVICES	USABILITY	negative
178	360	360:1	Some features arent friendly ( volume wheel, sound quality, etc.		MULTIMEDIA_DEVICES#QUALITY	MULTIMEDIA_DEVICES	QUALITY	negative
179	360	360:2	But, for the cost this is a winner.		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
180	360	360:2	But, for the cost this is a winner.		LAPTOP#PRICE	LAPTOP	PRICE	neutral
181	66	66:0	I absolutely love my mac!		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
182	66	66:1	I can't imagine my life without it anymore!		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
183	66	66:2	It's perfect for everything and runs faster than an average pc!					
184	384	384:0	I've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
185	384	384:0	I've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.		PORTS#QUALITY	PORTS	QUALITY	negative
186	384	384:1	Apparently they are defective since they are not securely attached.		PORTS#QUALITY	PORTS	QUALITY	negative
187	384	384:2	I can barely use any usb devices because they will not stay connected properly.		LAPTOP#CONNECTIVITY	LAPTOP	CONNECTIVITY	negative
188	384	384:3	I called Toshiba and they want me to be without my laptop for about two weeks while they look at the problem.		SUPPORT#QUALITY	SUPPORT	QUALITY	negative
189	384	384:4	I think I might rather suffer for something that is simple to fix in my opinion.		SUPPORT#QUALITY	SUPPORT	QUALITY	negative
190	54	54:0	I bought this laptop Was the worst Laptop I've ever bought.		LAPTOP#GENERAL	LAPTOP	GENERAL	negative
191	54	54:1	I spent alot of money on this product and its been a nightmare.		LAPTOP#PRICE	LAPTOP	PRICE	negative
192	54	54:1	I spent alot of money on this product and its been a nightmare.		LAPTOP#GENERAL	LAPTOP	GENERAL	negative
193	54	54:2	And having to deal with the company has been a even worse nightmare.		SUPPORT#QUALITY	SUPPORT	QUALITY	negative
194	54	54:3	I sent it to them to fix in perfect condition but for what was wrong with it.					
195	54	54:4	They sent it back with a huge crack in it and it still didn't work.		SUPPORT#QUALITY	SUPPORT	QUALITY	negative
196	54	54:5	And that was the fourth time ive sent it to them to get fixed.		SUPPORT#QUALITY	SUPPORT	QUALITY	negative
197	54	54:6	Its been a year and am still waiting to see what there going to do about my laptop.		SUPPORT#QUALITY	SUPPORT	QUALITY	negative
198	54	54:7	So if anyones looking to buy a computer or laptop you should stay far far away from any that have the name TOSHIBA on it...		COMPANY#GENERAL	COMPANY	GENERAL	negative
199	176	176:0	I saved for this laptop for 3 months and I can tell you personally it was worth the wait.		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
200	176	176:1	The display on this computer is the best I've seen in a very long time, the battery life is very long and very convienent.		DISPLAY#GENERAL	DISPLAY	GENERAL	positive
201	176	176:1	The display on this computer is the best I've seen in a very long time, the battery life is very long and very convienent.		BATTERY#OPERATION_PERFORMANCE	BATTERY	OPERATION_PERFORMANCE	positive
202	176	176:2	A little pricey but it is well, well worth it.		LAPTOP#PRICE	LAPTOP	PRICE	negative
203	176	176:2	A little pricey but it is well, well worth it.		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
204	176	176:3	I've been a PC user and I just finally switched and I am never going back.					
205	176	176:4	It is amazing.		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
206	59	59:0	In the first moth of owning this computer its hardrive failed which had to be replaced.		HARD_DISC#QUALITY	HARD_DISC	QUALITY	negative
207	59	59:1	After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.		BATTERY#QUALITY	BATTERY	QUALITY	negative
208	59	59:1	After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.		BATTERY#OPERATION_PERFORMANCE	BATTERY	OPERATION_PERFORMANCE	negative
209	59	59:2	Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.		POWER_SUPPLY#QUALITY	POWER_SUPPLY	QUALITY	negative
210	59	59:2	Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.		POWER_SUPPLY#OPERATION_PERFORMANCE	POWER_SUPPLY	OPERATION_PERFORMANCE	negative
211	59	59:2	Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.		HARDWARE#QUALITY	HARDWARE	QUALITY	negative
212	59	59:3	A tip for people looking into this computer: DO NOT BUY IT save up a bit more money and buy a computer that will last.		LAPTOP#GENERAL	LAPTOP	GENERAL	negative
213	59	59:3	A tip for people looking into this computer: DO NOT BUY IT save up a bit more money and buy a computer that will last.		LAPTOP#QUALITY	LAPTOP	QUALITY	negative
214	170	170:0	Has a 5-6 hour battery life.		BATTERY#OPERATION_PERFORMANCE	BATTERY	OPERATION_PERFORMANCE	positive
215	170	170:1	Much faster than my old windows laptop that died on me.					
216	170	170:2	It is easy to use and lightweight.		LAPTOP#USABILITY	LAPTOP	USABILITY	positive
217	170	170:2	It is easy to use and lightweight.		LAPTOP#DESIGN_FEATURES	LAPTOP	DESIGN_FEATURES	positive
218	170	170:3	Was very much worth the price i paid.		LAPTOP#GENERAL	LAPTOP	GENERAL	positive
219	170	170:3	Was very much worth the price i paid.		LAPTOP#PRICE	LAPTOP	PRICE	positive
220	90	90:0	This netbook went bad on me after 3 days.		LAPTOP#QUALITY	LAPTOP	QUALITY	negative
221	90	90:1	There is a blank lighted screen when I start and that is all.		DISPLAY#OPERATION_PERFORMANCE	DISPLAY	OPERATION_PERFORMANCE	negative
222	90	90:2	I am also upset with CR for giving a good rating.					
223	220	220:0	I purchased this netbook after my original Toshiba laptop crashed right after the warranty expired.					
224	220	220:1	Three weeks after I bought the netbook, the screen quit working.		DISPLAY#QUALITY	DISPLAY	QUALITY	negative
225	220	220:1	Three weeks after I bought the netbook, the screen quit working.		DISPLAY#OPERATION_PERFORMANCE	DISPLAY	OPERATION_PERFORMANCE	negative
226	220	220:2	I baby my electronics so I know for a fact it was defective and not anything that I did to it.		DISPLAY#QUALITY	DISPLAY	QUALITY	negative
